fid,survey_fid,Weather Condition,photo,date,surveyor,Townland,Existing_SMR,SMR_no,Colour,Consistency,Artifacts,Length,Depth,Description,Title/Name,Long,Lat,Theme,Link_URL,layer,image,Located
"195",,,,,,Cahery,,LDY010:002,,,,,,,ENCAMPMENT,-6.897,55.055,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11720"">Open NI SMR link for this site</a>",,,Located
"196",,,,,,Dirtagh,,LDY010:003,,,,,,,ENCLOSURE,-6.888,55.083,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11721"">Open NI SMR link for this site</a>",,,Located
"197",,,,,,Dirtagh,,LDY010:004,,,,,,,ENCLOSURE,-6.884,55.083,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11722"">Open NI SMR link for this site</a>",,,Located
"198",,,,,,Killybready,,LDY010:005,,,,,,,ENCLOSURE,-6.874,55.081,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11723"">Open NI SMR link for this site</a>",,,Located
"199",,,,,,Carrydoo,,LDY010:006,,,,,,,RATH,-6.873,55.072,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11724"">Open NI SMR link for this site</a>",,,Located
"200",,,,,,Keady,,LDY010:007,,,,,,,CAIRN & ENCLOSURE,-6.866,55.058,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11725"">Open NI SMR link for this site</a>",,,Located
"201",,,,,,Dunmore,,LDY010:010,,,,,,,"COUNTERSCARP RATH; possibly HILLFORT",-6.835,55.084,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11728"">Open NI SMR link for this site</a>",,,Located
"202",,,,,,Leck,,LDY010:011,,,,,,,RATH,-6.849,55.051,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11729"">Open NI SMR link for this site</a>",,,Located
"203",,,,,,Cahery,,LDY010:013,,,,,,,"BURIAL MOUND, possibly MEGALITHIC TOMB: CARNFIN or CAIRN-A-FINN",-6.909,55.058,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11731"">Open NI SMR link for this site</a>",,,Located
"204",,,,,,Dunbeg,,LDY010:014,,,,,,,SWEAT HOUSE,-6.846,55.081,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11732"">Open NI SMR link for this site</a>",,,Located
"205",,,,,,Gortcorbies,,LDY010:015,,,,,,,TWO STONE CIRCLES (unlocated),-6.845,55.07,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11733"">Open NI SMR link for this site</a>",,,Unlocated
"206",,,,,,Largantea,,LDY010:016,,,,,,,WEDGE TOMB: WELL GLASS SPRING,-6.863,55.084,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11734"">Open NI SMR link for this site</a>",,,Located
"207",,,,,,Largantea,,LDY010:017,,,,,,,ROUND CAIRN,-6.858,55.085,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11735"">Open NI SMR link for this site</a>",,,Located
"208",,,,,,Gortcorbies,,LDY010:018,,,,,,,MEGALITHIC COMPLEX - 2 STONE CIRCLES & A CHAMBERED TOMB (now unlocated),-6.839,55.076,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11736"">Open NI SMR link for this site</a>",,,Unlocated
"209",,,,,,Gortcorbies,,LDY010:019,,,,,,,BURIAL MOUND,-6.838,55.075,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11737"">Open NI SMR link for this site</a>",,,Located
"210",,,,,,Gortcorbies,,LDY010:020,,,,,,,MULTIPERIOD OCCUPATION SITE - Late Mesolithic-Early Bronze Age,-6.839,55.069,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11738"">Open NI SMR link for this site</a>",,,Located
"211",,,,,,Gortcorbies,,LDY010:021,,,,,,,FIELD SYSTEM - HUTS & FIELD BANKS,-6.852,55.071,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11739"">Open NI SMR link for this site</a>",,,Located
"212",,,,,,Gortcorbies,,LDY010:022,,,,,,,FIELD BOUNDARIES,-6.841,55.07,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11740"">Open NI SMR link for this site</a>",,,Located
"213",,,,,,Largyreagh,,LDY010:027,,,,,,,A.P. SITE - cropmark,-6.876,55.06,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11745"">Open NI SMR link for this site</a>",,,Located
"214",,,,,,Leck,,LDY010:028,,,,,,,A.P. SITE - enclosure,-6.858,55.05,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11746"">Open NI SMR link for this site</a>",,,Located
"215",,,,,,Dunmore,,LDY010:032,,,,,,,"URN BURIALS in possible BARROW (O.S. memoir site, unlocated)",-6.842,55.085,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11750"">Open NI SMR link for this site</a>",,,Unlocated
"216",,,,,,Derrymore,,LDY010:033,,,,,,,"ENCLOSURE  (O.S. memoir site, unlocated)",-6.921,55.068,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11751"">Open NI SMR link for this site</a>",,,Unlocated
"217",,,,,,Drumalief,,LDY010:035,,,,,,,"SOUTERRAIN  (O.S. memoir site, unlocated)",-6.905,55.067,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11753"">Open NI SMR link for this site</a>",,,Unlocated
"218",,,,,,Bolea,,LDY010:039,,,,,,,"ENCLOSURE (O.S. memoir site, unlocated)",-6.874,55.076,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11757"">Open NI SMR link for this site</a>",,,Unlocated
"219",,,,,,Bolea,,LDY010:040,,,,,,,"SWEAT HOUSE  (O.S. memoir site, unlocated)",-6.874,55.076,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11758"">Open NI SMR link for this site</a>",,,Unlocated
"220",,,,,,Carrydoo,,LDY010:041,,,,,,,"ENCLOSURE  (O.S. memoir site, unlocated)",-6.874,55.058,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11759"">Open NI SMR link for this site</a>",,,Unlocated
"221",,,,,,Carrydoo,,LDY010:042,,,,,,,"ENCLOSURE  (O.S. memoir site, unlocated)",-6.874,55.058,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11760"">Open NI SMR link for this site</a>",,,Unlocated
"222",,,,,,Leck,,LDY010:043,,,,,,,CAIRN & STANDING STONE: THE LECK STONE,-6.86,55.053,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11761"">Open NI SMR link for this site</a>",,,Located
"223",,,,,,Largyreagh,,LDY010:044,,,,,,,CAIRN & possible STONE CIRCLE,-6.86,55.059,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11762"">Open NI SMR link for this site</a>",,,Located
"224",,,,,,Mullane,,LDY010:045,,,,,,,STANDING STONE,-6.889,55.066,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11763"">Open NI SMR link for this site</a>",,,Located
"225",,,,,,Fruithill,,LDY010:046,,,,,,,STANDING STONE & BURIALS,-6.919,55.052,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11764"">Open NI SMR link for this site</a>",,,Located
"226",,,,,,Lisnagrib,,LDY010:047,,,,,,,ENCLOSURE,-6.898,55.088,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11765"">Open NI SMR link for this site</a>",,,Located
"227",,,,,,Lisnagrib,,LDY010:048,,,,,,,SOUTERRAIN,-6.903,55.081,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11766"">Open NI SMR link for this site</a>",,,Located
"228",,,,,,Freehall & Moneyvennon,,LDY010:049,,,,,,,"ENCLOSURE  (O.S. memoir site, unlocated)",-6.92,55.086,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11767"">Open NI SMR link for this site</a>",,,Unlocated
"229",,,,,,Ballymoney,,LDY010:050,,,,,,,WELL: THE CAUL' WELL or MARY'S WELL,-6.908,55.076,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11768"">Open NI SMR link for this site</a>",,,Located
"230",,,,,,Cahery,,LDY010:051,,,,,,,BATTLE SITE,-6.902,55.057,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=11769"">Open NI SMR link for this site</a>",,,Located
"231",,,,,,Grange More,,MRL012:003,,,,,,,SANDHILL OCCUPATION SITE,-6.736,55.159,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=13935"">Open NI SMR link for this site</a>",,,Located
"232",,,,,,Grange More,,MRL012:017,,,,,,,SANDHILL OCCUPATION SITE,-6.743,55.157,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=13936"">Open NI SMR link for this site</a>",,,Located
"233",,,,,,Artikelly,,LDY009:050,,,,,,,WWII  Airfield. Aghanloo Airfield,-6.934,55.072,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16026"">Open NI SMR link for this site</a>",,,Located
"234",,,,,,Drumbane,,LDY005:015,,,,,,,Holy Well: Tice's Well,-6.936,55.091,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16375"">Open NI SMR link for this site</a>",,,Located
"235",,,,,,Crossreagh East,,LDY003:500,,,,,,,East Mole - IHR 01376,-6.77,55.169,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16435"">Open NI SMR link for this site</a>",,,Located
"236",,,,,,Ballywoolen,,LDY002:500,,,,,,,West Mole - IHR 01376,-6.774,55.171,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16436"">Open NI SMR link for this site</a>",,,Located
"237",,,,,,Ballywoolen,,LDY002:501,,,,,,,Railway Bridge,-6.768,55.164,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16437"">Open NI SMR link for this site</a>",,,Located
"238",,,,,,Grange Beg,,LDY002:019,,,,,,,"WWII PILLBOX;  DHP no.290",-6.758,55.161,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16438"">Open NI SMR link for this site</a>",,,Located
"239",,,,,,Gortgarn,,LDY010:053,,,,,,,TOWER HOUSE,-6.888,55.058,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16582"">Open NI SMR link for this site</a>",,,Located
"240",,,,,,Ballymagoland,,LDY001:014,,,,,,,HOUSE,-6.953,55.169,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16583"">Open NI SMR link for this site</a>",,,Located
"241",,,,,,Downhill,,LDY002:502,,,,,,,Railway Tunnel (West),-6.8,55.167,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16605"">Open NI SMR link for this site</a>",,,Located
"242",,,,,,Downhill,,LDY002:503,,,,,,,Railway Tunnel - East Tunnel,-6.8,55.167,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=16606"">Open NI SMR link for this site</a>",,,Located
"243",,,,,,Avish,,LDY002:021,,,,,,,STONE ENCLOSURE/ SHEEPFOLD or STELL,-6.871,55.151,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=17197"">Open NI SMR link for this site</a>",,,
"244",,,,,,Avish,,LDY002:020,,,,,,,STONE ENCLOSURE/ SHEEPFOLD or STELL,-6.871,55.152,NI Sites and Monuments Record,"<a href=""https://apps.communities-ni.gov.uk/NISMR-public/Details.aspx?MonID=17198"">Open NI SMR link for this site</a>",,,
"245","18",,20250621_112122.jpg,2025/06/20 23:00:00+00,GM,Margymonaghan,false,,Brownish Grey,,,,,"Margymonaghan Townland
Recorded on 21.06.25
Substantial charcoal rich deposit approx. 4.3m in length. There are two clear horizons; the lowest is a blackish grey charcoal rich layer approximately 0.05m thick; overlying this is a layer of windblown sand with abundant charcoal flecking which varies in thickness between 0.11-0.15m. The only artefacts are charcoal and occasional sub-angular stones.",Charcoal Layer,-6.9650118385197,55.1544988367459,Volunteer Survey Data,<img src=https://ccght.org/wp-content/uploads/2025/08/Binevenagh-Coastal-Survey-feature18.jpg>,Survey,https://ccght.org/wp-content/uploads/2025/08/Binevenagh-Coastal-Survey-feature18.jpg,
